timestamp,pot_fl_mm,pot_fr_mm,pot_rl_mm,pot_rr_mm,accel_body_x_g,accel_body_y_g,accel_body_z_g,accel_fl_z_g,accel_fr_z_g,accel_rl_z_g,accel_rr_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,gps_lat,gps_lon,gps_alt_m,gps_speed_mph,obd_speed_mph,obd_rpm,obd_throttle_pct,obd_coolant_c,obd_steering_deg,temp_fl_c,temp_fr_c,temp_rl_c,temp_rr_c
2026-01-05 14:31:29.250,6.69,3.5,9.48,5.23,-0.1863,-0.0874,1.0803,0.9155,0.8718,0.9528,1.0027,3.38,4.11,-0.59,35.345107,-80.681723,249.5,41.9,41.0,3571,100.0,92.5,-4.4,48.7,46.2,45.8,43.3
2026-01-05 14:31:29.260,1.89,-0.15,7.02,5.7,-0.0558,-0.0998,1.0655,1.055,1.0337,1.055,0.9977,-0.6,1.87,-3.25,35.345117,-80.681762,249.5,38.4,39.0,3304,0.0,92.9,-8.2,48.3,46.3,45.5,42.9
2026-01-05 14:31:29.270,6.48,-0.64,7.77,4.68,-0.076,-0.0995,1.0388,0.9921,1.0549,0.9964,1.088,0.69,-1.51,-4.47,35.345079,-80.681723,249.5,40.6,40.1,3656,100.0,93.4,-4.5,47.9,46.6,45.3,44.4
2026-01-05 14:31:29.280,8.0,5.26,10.88,8.41,-0.0684,-0.1079,1.0931,0.9698,0.9237,0.9278,0.9674,3.28,0.77,-4.75,35.345127,-80.681704,249.5,40.1,39.5,3439,0.0,91.5,-4.0,48.1,47.4,45.2,44.1
2026-01-05 14:31:29.290,5.6,2.47,6.34,9.36,-0.0275,-0.1276,1.0817,1.022,1.0533,1.1094,1.0206,6.44,-1.11,0.15,35.345107,-80.681722,249.5,40.9,40.7,3606,100.0,93.1,-3.1,48.0,46.3,45.6,43.7
2026-01-05 14:31:29.300,8.43,5.08,9.48,7.37,-0.0376,-0.0505,1.1287,0.9016,0.9726,0.9943,1.0292,0.62,-1.96,-2.35,35.345122,-80.68172,249.5,40.2,40.3,3385,0.0,93.3,-1.0,49.3,45.9,45.2,42.6
2026-01-05 14:31:29.310,2.35,2.59,10.98,8.19,-0.1627,-0.1216,1.099,1.0968,1.0552,0.9789,0.9518,3.77,-2.46,-2.0,35.345097,-80.681762,249.5,41.1,40.9,3613,98.0,92.5,-3.0,48.0,47.3,45.1,42.9
2026-01-05 14:31:29.320,5.27,2.67,8.7,4.42,-0.1041,-0.0986,1.1,1.0064,1.0327,1.0616,1.124,-4.76,4.64,-1.94,35.345117,-80.681719,249.5,39.7,40.8,3659,20.9,91.9,-1.7,48.0,45.8,45.6,43.4
2026-01-05 14:31:29.330,6.6,4.45,9.91,8.42,-0.035,-0.0999,1.0756,1.0011,0.9987,0.9873,0.9409,2.45,0.91,-2.63,35.345131,-80.681727,249.5,39.6,39.8,3456,0.0,92.2,-3.7,48.4,45.9,46.4,43.8
2026-01-05 14:31:29.340,6.96,5.49,8.12,5.25,-0.1317,-0.0483,1.1253,1.0237,0.9307,1.0013,1.0582,8.83,-3.29,-2.3,35.345135,-80.681747,249.5,41.6,41.5,3756,100.0,92.0,-2.0,49.6,46.5,45.7,43.3
2026-01-05 14:31:29.350,6.71,2.56,7.34,6.81,-0.0151,-0.1251,1.0945,1.0009,1.0314,1.0984,1.0069,-4.48,1.17,-3.18,35.345169,-80.681712,249.5,41.5,40.9,3420,0.0,91.5,-4.5,47.8,46.5,45.8,44.5
2026-01-05 14:31:29.360,6.42,3.19,12.84,7.71,0.0076,-0.1167,1.1269,1.0485,1.0162,0.9387,0.9992,0.79,1.63,-0.7,35.345152,-80.681737,249.6,40.0,40.0,3638,0.0,92.4,-3.6,48.7,45.7,45.3,42.5
2026-01-05 14:31:29.370,6.17,3.34,12.36,9.28,0.0285,-0.0949,1.079,0.9701,1.0258,1.0384,0.9754,-1.7,-3.72,0.56,35.345119,-80.681725,249.6,43.2,43.3,3814,100.0,90.4,-2.5,49.3,46.2,46.1,44.3
2026-01-05 14:31:29.380,4.43,7.22,10.02,10.39,-0.0207,-0.0848,1.0761,1.1269,0.9457,1.0222,1.0007,-2.17,-0.96,-4.6,35.345153,-80.681711,249.6,41.7,41.6,3398,0.0,91.9,-6.9,48.1,46.2,45.5,43.4
2026-01-05 14:31:29.390,12.14,3.42,11.72,11.15,-0.0209,-0.0894,1.1115,0.8153,1.074,0.9243,0.9262,-1.39,5.73,1.34,35.345167,-80.681675,249.6,41.0,41.0,3675,0.0,92.9,-1.7,48.5,46.9,45.6,43.5
2026-01-05 14:31:29.400,1.61,4.29,6.78,4.96,-0.0886,-0.0914,1.0663,1.1523,1.0018,1.1097,1.105,2.65,3.85,0.62,35.345177,-80.681744,249.6,43.8,42.7,3542,100.0,93.0,-2.8,48.6,46.8,44.9,43.9
2026-01-05 14:31:29.410,4.83,6.38,8.97,8.23,-0.1301,-0.0505,1.0846,0.9811,0.9414,0.913,0.9518,-6.42,2.29,1.96,35.345182,-80.681696,249.6,42.4,43.2,3678,80.1,93.8,-0.4,48.2,46.0,45.1,43.1
2026-01-05 14:31:29.420,4.6,3.13,7.27,5.58,-0.0625,-0.1174,1.0718,1.0592,1.0309,1.0077,0.9946,1.54,-0.42,-2.59,35.345187,-80.68173,249.6,41.1,41.2,3698,0.0,92.3,-6.5,48.8,46.2,45.1,42.8
2026-01-05 14:31:29.430,8.44,3.19,8.52,4.0,-0.0807,-0.131,1.0949,0.9978,1.0452,1.0242,1.0625,3.68,4.05,-1.39,35.345223,-80.681766,249.6,41.2,41.8,3556,89.1,93.5,-1.6,48.3,46.0,45.6,43.2
2026-01-05 14:31:29.440,10.49,6.43,10.96,8.86,-0.0585,-0.0849,1.0903,0.923,1.026,0.9984,1.0014,3.99,2.92,-1.87,35.345255,-80.681743,249.6,40.1,40.5,3535,0.0,92.3,-1.5,49.0,46.0,45.5,43.4
2026-01-05 14:31:29.450,8.6,7.78,9.91,10.98,-0.041,-0.063,1.1509,0.9989,0.9603,1.0124,0.9293,-0.22,0.17,0.17,35.345203,-80.681732,249.6,41.0,41.4,3675,100.0,93.5,-6.2,47.9,45.4,44.8,43.3
2026-01-05 14:31:29.460,7.0,3.34,10.61,7.39,-0.0937,-0.1311,1.0995,1.0207,1.0556,1.0144,1.0257,6.37,2.6,-3.42,35.3452,-80.681672,249.6,42.1,41.4,3806,34.2,91.9,-6.2,48.4,46.8,45.9,43.9
2026-01-05 14:31:29.470,7.39,4.0,11.41,7.67,-0.0957,-0.0991,1.0494,0.9739,1.0157,0.964,0.9655,-1.62,-1.81,-0.38,35.345219,-80.681702,249.6,42.3,41.9,3435,70.8,92.7,-2.9,49.3,46.9,46.4,43.6
2026-01-05 14:31:29.480,3.45,3.51,5.9,4.13,0.0112,-0.0766,1.0748,1.0541,1.0175,1.0835,1.0157,1.65,3.17,2.89,35.345252,-80.68171,249.6,42.1,42.1,3582,49.4,93.5,0.9,49.0,46.4,45.4,43.6
2026-01-05 14:31:29.490,3.3,4.07,7.41,4.12,-0.117,-0.0792,1.0765,0.9953,0.9924,0.9884,1.0371,1.51,-4.89,1.38,35.345259,-80.681653,249.6,42.8,42.4,3743,56.1,94.1,-2.4,48.5,46.1,45.7,43.9
2026-01-05 14:31:29.500,0.61,3.09,7.01,4.6,-0.0485,-0.0471,1.1081,1.0188,0.946,0.9636,0.9772,-4.15,-0.72,-3.42,35.345254,-80.681706,249.7,41.9,42.1,3526,3.3,93.5,-5.2,47.3,45.9,45.6,43.3
2026-01-05 14:31:29.510,0.3,-2.08,1.9,-1.48,-0.1252,-0.0514,1.0039,1.0656,1.097,1.1086,1.1177,5.35,-1.85,-4.91,35.345213,-80.681701,249.7,40.6,40.7,3547,0.0,93.0,-5.1,47.8,46.5,45.7,43.9
2026-01-05 14:31:29.520,4.68,2.88,7.59,5.1,-0.0539,-0.0795,1.0302,0.932,0.9255,0.9087,0.9401,2.47,2.03,0.16,35.345306,-80.681719,249.7,40.7,41.1,3701,65.2,93.4,-0.5,48.2,47.1,45.7,43.6
2026-01-05 14:31:29.530,2.27,0.41,4.39,3.72,-0.1147,-0.0715,1.0075,1.0315,1.1072,1.0404,1.0146,-3.1,-2.91,-3.26,35.345258,-80.681722,249.7,41.1,41.5,3488,71.5,91.1,-3.7,48.8,46.8,45.8,44.0
2026-01-05 14:31:29.540,5.41,5.36,4.8,4.07,-0.0561,-0.0867,1.0383,0.9093,0.8762,0.9752,0.9921,7.22,0.25,-3.74,35.345291,-80.681722,249.7,42.4,41.8,3477,60.1,92.8,-3.8,49.2,45.5,45.9,43.9
2026-01-05 14:31:29.550,0.23,-1.73,3.18,-1.09,0.0061,-0.0983,1.0196,1.1492,1.1499,1.0693,1.1362,6.09,2.29,-0.2,35.345242,-80.681702,249.7,42.8,43.2,3583,100.0,92.7,-3.1,47.7,46.9,45.4,44.5
2026-01-05 14:31:29.560,5.91,4.15,6.76,3.96,-0.0547,-0.0389,1.0505,0.92,0.8858,0.8793,0.9605,0.2,-1.04,-3.51,35.345293,-80.681676,249.7,41.2,41.1,3451,0.0,92.7,-4.4,48.3,45.5,44.3,44.6
2026-01-05 14:31:29.570,2.63,-0.15,2.34,1.93,0.0163,-0.0441,0.9204,0.9805,1.0143,1.0793,1.0137,-0.44,3.53,1.09,35.345294,-80.681688,249.7,41.9,42.0,3767,100.0,94.3,0.1,48.3,46.5,45.3,43.5
2026-01-05 14:31:29.580,-2.66,-3.6,1.19,-1.5,0.0065,-0.0519,0.9991,1.0679,1.0491,0.9961,1.0677,7.27,3.18,0.77,35.345341,-80.681692,249.7,43.8,43.3,3644,100.0,92.9,-3.3,48.5,46.5,45.6,43.1
2026-01-05 14:31:29.590,-4.04,-3.89,-0.87,-1.75,-0.0777,-0.0871,1.0314,1.0364,1.0105,1.0384,0.9755,-11.33,-5.6,-3.03,35.345273,-80.681691,249.7,42.7,42.1,3504,0.0,91.9,0.5,47.6,46.9,45.1,43.8
2026-01-05 14:31:29.600,-2.03,-2.54,-0.53,-3.33,-0.0314,-0.1348,0.9799,0.9764,0.9433,1.0135,1.048,13.96,0.68,-1.74,35.345331,-80.681722,249.7,43.2,43.0,3677,100.0,94.0,-3.4,48.5,46.2,44.9,43.8
2026-01-05 14:31:29.610,-2.47,-4.94,-0.51,0.7,-0.0393,-0.0661,0.9494,0.9841,1.0209,1.0204,0.9008,-1.65,0.87,0.51,35.345306,-80.681719,249.7,42.8,42.4,3630,0.0,93.1,-0.6,47.9,46.4,46.6,42.9
2026-01-05 14:31:29.620,-2.85,-5.84,0.31,-4.02,-0.005,-0.0383,0.9727,0.9907,0.9856,0.9276,1.0844,-1.94,1.99,-1.32,35.345291,-80.68174,249.7,43.1,42.9,3572,74.9,91.7,-4.0,49.0,46.3,45.1,43.6
2026-01-05 14:31:29.630,-5.16,-10.88,-5.97,-4.97,-0.0307,-0.0649,0.9576,1.0584,1.1261,1.0857,1.0595,-4.64,-3.47,-3.85,35.345326,-80.681744,249.7,42.4,42.5,3801,0.0,93.2,-2.3,48.4,46.0,45.2,43.4
2026-01-05 14:31:29.640,-6.72,-5.09,-2.64,-3.08,-0.036,-0.0839,0.9588,1.0708,0.9527,0.991,0.9985,-1.47,-1.92,-2.83,35.345341,-80.681672,249.8,43.5,43.4,3578,100.0,93.3,-1.8,47.8,45.8,45.2,43.9
2026-01-05 14:31:29.650,-4.3,-5.26,-1.24,-2.49,-0.0585,-0.0641,0.9804,1.0007,1.0121,0.9313,0.9519,0.65,-2.53,-0.9,35.345352,-80.681721,249.8,41.4,41.3,3489,0.0,93.1,-2.9,48.2,45.7,45.1,43.6
2026-01-05 14:31:29.660,-4.2,-5.83,-5.76,-7.22,-0.0387,-0.0148,0.9217,0.9628,0.9319,1.0362,1.0324,1.23,-1.0,1.36,35.345349,-80.681704,249.8,43.3,42.5,3630,100.0,92.8,-0.1,49.0,46.8,44.4,43.3
2026-01-05 14:31:29.670,-7.72,-11.01,-7.59,-9.73,-0.0432,-0.067,0.9299,1.0244,1.029,1.0657,1.0713,-2.73,-1.3,0.29,35.345383,-80.681717,249.8,43.8,43.2,3903,95.2,92.6,-0.9,47.8,46.9,44.9,42.9
2026-01-05 14:31:29.680,-6.99,-10.89,-5.14,-6.48,-0.009,-0.0275,1.0125,1.0171,0.9914,0.9946,1.013,-8.16,-0.25,2.27,35.345388,-80.681692,249.8,43.3,43.5,3721,63.3,93.2,-1.1,48.7,45.8,45.8,43.7
2026-01-05 14:31:29.690,-5.86,-10.14,-4.55,-4.34,-0.0407,-0.025,0.8779,0.9961,0.9687,0.9733,0.958,-0.87,0.49,-1.19,35.345368,-80.681688,249.8,44.9,44.6,3870,100.0,93.0,-4.2,48.5,46.1,45.4,42.8
2026-01-05 14:31:29.700,-7.56,-12.36,-7.62,-7.8,-0.0081,-0.0899,0.9403,1.0441,1.1122,1.0302,1.0402,-1.51,1.29,-1.15,35.345396,-80.681722,249.8,43.6,42.7,3786,0.0,90.7,-3.4,48.7,46.4,45.4,42.8
2026-01-05 14:31:29.710,-7.67,-6.2,-5.99,-6.85,-0.1205,-0.0155,0.9201,0.9901,0.9355,0.9756,0.9996,3.29,-0.27,2.36,35.3454,-80.681733,249.8,45.4,44.7,3819,100.0,91.6,1.5,48.8,46.0,46.4,43.5
2026-01-05 14:31:29.720,-9.57,-8.51,-8.63,-8.69,0.0521,-0.0112,0.8918,1.0522,1.0085,1.103,1.0525,3.03,-6.01,-0.44,35.345393,-80.681696,249.8,42.4,42.6,3564,0.0,92.9,-3.4,48.7,46.0,45.0,43.9
2026-01-05 14:31:29.730,-6.42,-6.48,-1.72,-5.93,0.0501,-0.0128,0.9053,1.0637,0.9771,0.9034,0.999,-9.13,-5.8,-3.03,35.345409,-80.681669,249.8,45.0,44.7,3822,100.0,92.3,-0.2,49.1,47.3,44.9,42.9
2026-01-05 14:31:29.740,-3.53,-5.78,-6.88,-4.35,-0.0197,-0.038,0.8767,1.0073,1.0072,1.0899,1.0152,-6.78,-0.62,2.0,35.345393,-80.681715,249.8,43.4,44.2,3801,0.0,91.8,-1.6,48.3,46.7,45.6,43.0
2026-01-05 14:31:29.750,-1.35,-6.46,-3.21,-3.2,-0.0581,-0.0381,0.8576,0.9845,0.9831,0.9272,0.939,-3.02,-2.38,-2.96,35.34541,-80.681718,249.8,42.5,42.5,3571,0.0,91.5,-4.4,48.6,46.1,45.6,43.4
2026-01-05 14:31:29.760,-7.26,-11.15,-8.65,-8.91,0.127,0.0184,0.8549,1.0671,1.0844,1.1003,1.0563,4.25,-0.37,-0.41,35.345469,-80.681694,249.8,43.7,43.8,3615,100.0,92.0,-2.1,48.0,45.2,45.8,43.5
2026-01-05 14:31:29.770,-8.68,-9.3,-7.09,-8.74,-0.0795,-0.0154,0.9631,1.0189,0.9956,1.0713,1.0818,-6.89,-3.62,-0.76,35.34545,-80.681707,249.8,43.8,43.5,3712,3.8,93.8,-0.0,48.6,46.7,45.5,42.3
2026-01-05 14:31:29.780,-5.19,-7.78,-3.16,-6.44,-0.059,0.0198,0.8517,0.9268,0.9841,0.9605,0.9635,7.72,-3.83,-0.57,35.345444,-80.681668,249.8,44.8,44.3,3594,94.0,94.2,-2.8,48.4,46.7,45.7,43.1
2026-01-05 14:31:29.790,-9.6,-6.47,-6.64,-8.27,-0.0598,-0.033,0.939,1.0674,0.9648,1.0019,1.0175,-0.42,-0.47,2.59,35.34547,-80.681702,249.9,44.2,43.5,3708,0.0,92.1,-0.4,48.9,47.5,45.9,43.8
2026-01-05 14:31:29.800,-8.25,-5.95,-10.08,-9.3,-0.0593,0.0051,0.9193,1.0294,0.9885,1.111,0.9973,-4.48,1.45,0.55,35.345504,-80.681705,249.9,43.1,43.5,3697,22.8,93.5,-0.3,48.7,46.0,46.3,43.1
2026-01-05 14:31:29.810,-7.38,-6.15,-5.18,-9.13,-0.0805,0.0018,0.9014,0.9877,0.9772,0.959,1.0044,2.15,-0.96,-4.91,35.345473,-80.681698,249.9,45.4,45.2,3634,100.0,93.7,-3.7,48.4,47.9,45.1,43.6
2026-01-05 14:31:29.820,-7.18,-7.46,-6.29,-8.78,0.0456,-0.0052,0.876,0.9738,0.9964,0.9934,0.985,-3.57,-2.26,-0.35,35.345458,-80.681683,249.9,43.6,43.8,3549,0.0,92.2,0.4,48.0,45.7,45.9,43.2
2026-01-05 14:31:29.830,-10.8,-11.56,-10.09,-11.78,0.0224,-0.0068,0.9099,1.0284,1.075,1.0175,1.0721,2.04,2.15,-3.9,35.34551,-80.681693,249.9,44.6,44.8,3934,100.0,90.8,-4.8,48.9,46.3,45.7,43.4
2026-01-05 14:31:29.840,-8.93,-6.82,-10.19,-7.97,-0.0146,-0.0412,0.9207,0.9939,0.996,1.0719,0.9501,-4.13,-0.77,-0.72,35.345526,-80.681702,249.9,43.8,43.8,3719,0.0,92.1,-6.7,48.7,46.2,45.7,43.8
2026-01-05 14:31:29.850,-5.71,-7.41,-4.61,-8.04,-0.0243,-0.0311,0.8932,0.9776,1.0454,0.9857,1.0612,0.11,-6.76,0.5,35.345526,-80.681689,249.9,45.0,45.7,3590,100.0,91.6,0.6,49.7,46.3,45.4,43.3
2026-01-05 14:31:29.860,-2.06,-4.17,-1.38,-2.17,0.0366,-0.0227,0.9571,0.9622,0.9107,0.952,0.9173,1.93,-3.51,0.24,35.345506,-80.681682,249.9,42.8,43.5,3696,0.0,93.8,-0.9,48.5,47.1,46.7,44.0
2026-01-05 14:31:29.870,-4.13,-7.44,-5.49,-6.2,0.0685,-0.0299,0.9029,1.0701,1.0251,1.0056,1.0367,-0.53,2.89,-1.23,35.345502,-80.68169,249.9,44.0,43.6,3505,42.9,94.4,-0.2,47.9,46.2,44.9,43.3
2026-01-05 14:31:29.880,-7.19,-8.54,-7.09,-7.46,0.0335,-0.0455,0.9137,0.9966,1.054,1.0336,1.0327,-0.87,6.84,0.25,35.345523,-80.681664,249.9,46.5,45.8,3731,100.0,93.5,-1.2,48.7,46.0,44.7,43.6
2026-01-05 14:31:29.890,-8.69,-6.79,-6.14,-5.89,0.0346,-0.0356,0.9217,1.0775,1.0523,1.0815,1.0149,-4.84,-0.41,-4.47,35.345537,-80.681715,249.9,43.3,43.9,3748,0.0,90.8,-3.3,48.5,45.7,44.5,43.6
2026-01-05 14:31:29.900,-3.88,-2.57,-2.7,-4.72,0.0469,-0.0006,0.9337,0.9137,0.8922,0.9144,0.9622,11.07,-0.54,-1.38,35.345504,-80.681709,249.9,45.7,46.0,3682,100.0,91.9,0.2,48.4,47.2,45.6,42.9
2026-01-05 14:31:29.910,-9.46,-9.99,-10.02,-7.27,-0.0779,-0.0148,0.8927,1.1258,1.1294,1.1381,1.0741,-3.7,-1.52,-5.77,35.345529,-80.681699,249.9,45.2,45.3,3690,0.0,94.0,-7.3,48.5,46.4,45.3,43.3
2026-01-05 14:31:29.920,-4.64,-5.47,-4.9,-5.99,-0.056,-0.0187,0.9939,0.9831,0.9622,1.0031,1.0716,11.06,-1.37,2.68,35.345529,-80.681729,249.9,44.9,44.4,3646,0.0,92.6,1.3,47.4,45.7,45.4,43.2
2026-01-05 14:31:29.930,-2.47,-3.32,-0.4,-0.95,-0.008,-0.05,0.9183,0.9553,0.995,0.9764,0.9292,2.91,0.43,2.69,35.345556,-80.681671,250.0,42.9,42.8,3541,0.0,91.1,-0.9,48.8,45.8,45.5,43.6
2026-01-05 14:31:29.940,-4.18,-2.45,-2.06,-3.11,-0.0134,-0.0168,0.9609,1.0326,1.0012,1.0249,1.0216,0.15,5.24,3.56,35.345555,-80.681696,250.0,44.1,44.6,3692,100.0,92.9,1.0,48.3,46.5,46.4,43.6
2026-01-05 14:31:29.950,-3.72,-2.71,-4.73,-4.1,0.0063,-0.0066,0.9355,1.0277,1.0262,1.0843,1.018,1.33,-7.62,-1.87,35.345601,-80.681718,250.0,44.9,44.8,3800,46.7,93.4,0.1,48.4,46.0,45.3,43.5
2026-01-05 14:31:29.960,-3.06,-4.52,-1.2,-5.29,0.0057,-0.0226,0.9672,1.0223,1.0837,0.9532,1.0628,-7.96,0.12,1.12,35.345555,-80.681712,250.0,45.7,45.9,3840,100.0,94.4,-2.9,48.7,45.7,44.8,43.3
2026-01-05 14:31:29.970,0.15,-0.42,-1.69,-0.71,0.0209,0.0174,0.9621,1.0084,0.9679,1.0397,0.9559,-5.14,4.1,1.88,35.345568,-80.681709,250.0,46.8,46.4,3979,77.1,92.0,1.7,48.3,45.8,45.2,42.9
2026-01-05 14:31:29.980,0.55,-1.66,-1.08,-1.41,0.0686,0.0067,0.9797,0.945,1.0204,1.0092,1.0283,0.1,6.25,0.29,35.345587,-80.681669,250.0,44.1,44.2,3727,0.0,91.7,3.4,48.0,46.4,46.1,43.0
2026-01-05 14:31:29.990,-2.74,-1.54,-0.85,-0.55,0.0003,-0.001,1.0252,1.1282,1.0662,1.0375,0.9994,7.55,1.1,0.29,35.3456,-80.681676,250.0,45.6,45.8,3737,100.0,92.8,0.4,48.1,46.1,46.0,43.5
2026-01-05 14:31:30.000,1.58,2.91,-0.8,-1.0,-0.0506,-0.0126,0.9738,0.9286,0.952,1.0457,1.0366,-5.61,3.35,-0.71,35.345601,-80.681718,250.0,45.8,45.8,3746,42.1,92.9,-1.4,49.2,46.7,45.5,42.6
2026-01-05 14:31:30.010,-0.83,0.34,2.07,1.68,-0.0074,0.0158,0.9411,1.0968,1.0723,0.9717,0.9615,2.0,2.0,1.5,35.345615,-80.681675,250.0,46.3,46.2,3775,72.7,91.8,-2.5,48.9,46.3,45.8,43.1
2026-01-05 14:31:30.020,5.56,1.61,2.12,2.5,0.0573,-0.0182,1.0473,0.9032,0.945,1.0087,1.0025,-0.69,6.89,-4.52,35.345628,-80.681716,250.0,45.6,45.6,3938,0.0,94.3,1.4,47.7,47.1,45.4,44.7
2026-01-05 14:31:30.030,1.71,-1.55,1.97,1.37,-0.0023,0.0487,1.0481,1.0413,1.0678,1.0047,1.0004,-2.21,4.41,1.31,35.345622,-80.681687,250.0,43.7,43.3,3517,0.0,92.7,2.4,48.7,47.0,46.0,43.1
2026-01-05 14:31:30.040,1.3,0.84,-0.4,0.35,0.0419,-0.02,1.0463,0.9859,1.0562,1.1001,1.0781,-1.27,0.56,3.85,35.345639,-80.68169,250.0,45.4,45.1,3731,100.0,92.6,3.6,48.3,46.0,46.3,43.2
2026-01-05 14:31:30.050,2.07,6.19,5.0,4.63,-0.0305,0.0005,1.0115,0.9951,0.9498,0.9402,0.9155,7.14,2.42,-2.11,35.345672,-80.681696,250.0,44.2,44.2,3818,0.0,92.1,-0.1,47.8,46.6,45.5,43.5
2026-01-05 14:31:30.060,2.65,3.3,4.48,3.65,-0.0203,0.0055,1.0024,1.0411,1.0614,0.9894,1.0724,6.14,5.02,2.46,35.345619,-80.681697,250.0,46.5,45.2,3715,100.0,92.8,1.2,48.6,47.0,44.9,44.2
2026-01-05 14:31:30.070,7.79,3.82,3.98,7.02,-0.0679,0.0417,1.0192,0.9145,1.0252,1.0228,0.9094,-9.18,1.53,-2.6,35.345659,-80.681709,250.1,45.6,46.4,3671,100.0,92.6,0.1,49.4,45.4,45.4,43.6
2026-01-05 14:31:30.080,1.93,6.27,5.56,2.57,0.017,0.012,1.0805,1.1139,1.002,1.0318,1.1068,-6.2,1.2,-2.36,35.345641,-80.681744,250.1,45.3,45.8,3816,0.0,93.5,0.3,48.5,46.6,45.7,43.5
2026-01-05 14:31:30.090,7.41,6.25,5.69,6.7,0.0541,0.0195,1.0071,0.9572,0.9991,1.0211,0.999,7.52,0.32,-1.51,35.345668,-80.681711,250.1,47.3,46.7,3832,100.0,93.0,-1.8,48.5,46.5,45.3,43.2
2026-01-05 14:31:30.100,7.73,6.7,6.2,7.59,0.0202,0.0447,0.9941,1.0059,1.0167,1.0006,1.0058,12.85,3.12,3.9,35.345711,-80.681667,250.1,46.5,46.0,3891,0.0,92.5,-0.1,49.5,46.5,45.7,43.8
2026-01-05 14:31:30.110,8.57,8.17,6.98,9.41,-0.0561,0.0464,1.0827,0.9511,0.9653,0.9945,0.8871,-2.55,4.02,0.54,35.345677,-80.681719,250.1,43.9,44.4,3600,0.0,93.2,-1.3,47.6,46.1,45.7,43.4
2026-01-05 14:31:30.120,3.4,4.57,6.86,2.38,-0.0683,0.0251,1.0662,1.0525,1.077,1.005,1.094,-0.44,-1.65,3.51,35.345677,-80.681735,250.1,42.2,43.3,3597,0.0,92.8,-0.2,47.9,46.2,45.1,43.3
2026-01-05 14:31:30.130,3.21,9.8,5.04,5.46,-0.0059,0.0095,1.0555,1.0345,0.9206,1.0623,0.9716,0.02,-1.75,2.74,35.34571,-80.681705,250.1,46.6,46.0,3754,100.0,93.3,1.5,48.7,46.7,46.1,43.6
2026-01-05 14:31:30.140,7.45,7.18,4.77,6.99,0.0735,0.0552,1.1432,0.9549,1.0643,1.0862,1.0251,2.33,-0.35,3.17,35.345698,-80.681724,250.1,45.7,45.7,3854,0.0,92.9,-0.0,48.4,46.5,46.0,42.8
2026-01-05 14:31:30.150,7.29,10.59,11.15,7.04,0.0704,-0.0269,1.0668,1.0522,0.9123,0.8693,1.0485,-4.7,-0.01,3.79,35.345696,-80.681713,250.1,44.8,45.0,3665,0.0,92.2,2.0,48.9,47.1,44.8,43.1
2026-01-05 14:31:30.160,7.59,8.09,7.59,10.69,-0.0124,0.0337,1.171,1.027,1.0426,1.0719,0.9091,1.63,1.91,0.33,35.345698,-80.681702,250.1,43.0,44.3,3785,0.0,92.6,2.6,48.9,46.5,45.9,44.6
2026-01-05 14:31:30.170,6.31,8.35,8.6,4.91,0.0126,-0.0145,1.0303,1.0414,1.0023,0.9443,1.0908,-0.34,3.91,-2.87,35.345704,-80.68169,250.1,46.0,45.4,3677,100.0,93.0,0.6,48.7,46.3,46.4,43.4
2026-01-05 14:31:30.180,6.36,9.92,5.04,8.38,0.027,0.0197,1.1133,1.068,0.9341,1.0638,0.981,6.72,1.41,-1.1,35.345724,-80.681717,250.1,46.9,46.0,3814,92.6,92.1,-0.8,48.2,46.4,45.3,44.1
2026-01-05 14:31:30.190,7.73,8.83,7.44,8.23,0.0946,0.0573,1.0807,0.9944,1.0267,0.9815,0.9868,-0.42,-3.31,2.76,35.345727,-80.681713,250.1,46.9,46.9,4002,100.0,94.6,3.9,48.6,46.5,45.3,43.7
2026-01-05 14:31:30.200,7.61,7.41,6.29,6.49,0.0717,0.0489,1.0674,1.0013,1.0309,0.9784,1.0428,-1.78,0.52,0.8,35.345722,-80.681728,250.1,47.2,46.5,3917,0.0,94.7,-1.0,48.8,46.2,45.4,44.0
2026-01-05 14:31:30.210,5.53,7.11,5.46,7.34,-0.0188,0.0143,1.0796,1.0943,1.0084,1.0129,1.0307,3.41,1.29,-0.57,35.345774,-80.681719,250.1,47.5,47.9,3810,100.0,91.7,2.1,48.4,46.4,45.4,43.9
2026-01-05 14:31:30.220,8.76,9.36,6.34,7.36,0.0212,0.0382,1.0475,0.9974,0.9763,0.9891,1.0482,-1.83,1.35,2.36,35.345792,-80.681689,250.2,45.1,45.4,3625,0.0,92.6,3.1,49.3,46.9,45.3,43.6
2026-01-05 14:31:30.230,9.81,8.58,7.25,11.38,-0.0967,0.0338,1.0877,1.0159,1.0424,1.0425,1.0041,-6.62,-1.52,2.89,35.345744,-80.681704,250.2,47.3,47.3,4007,100.0,92.3,3.5,48.9,45.9,45.5,43.3
2026-01-05 14:31:30.240,11.73,12.32,10.22,12.69,-0.0242,0.0108,1.0742,0.9392,0.91,1.0032,0.9368,-2.85,1.23,2.79,35.345765,-80.681702,250.2,46.8,46.6,3723,0.0,94.1,2.2,49.2,46.3,44.8,43.2
